Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.148588308492964,-1.66609995121903,0.932077952055182,0,0,0,5,0.416708333333334,-1.15648231731787E-18,7.22811476320625E-35,0.104208333333333,2.55100811080624E-17,0.520833333333334,0,0,0,0,0,0,package://floorassemblr1059/meshes/base_link.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://floorassemblr1059/meshes/base_link.STL,,floor-3,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
dfsdf,0,0.00500000000000012,2.22044604925031E-16,0,0,0,5,0.416708333333334,0,0,0.520833333333334,-1.72755351774246E-35,0.104208333333333,0,0,0,0,0,0,package://floorassemblr1059/meshes/dfsdf.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://floorassemblr1059/meshes/dfsdf.STL,,floorrtsrg-1,Origin_ser,,ser,revolute,0.64859,-1.6661,0.92708,1.5708,0,0,base_link,0,0,0,0,0,0,0,,,,,,,,
