Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.64859,-1.6661,0.93208,0,0,0,5,0.41671,0,0,0.10421,2.551E-17,0.52083,0,0,0,0,0,0,package://floorassemblr12345578/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://floorassemblr12345578/meshes/base_link.STL,,floorrtsrg-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
fsdf,-0.5,0.005,2.2204E-16,0,0,0,5,0.41671,0,1.1565E-18,0.52083,-1.0107E-35,0.10421,0,0,0,0,0,0,package://floorassemblr12345578/meshes/fsdf.STL,0,0,0,1,0,0,0,0,0,0,package://floorassemblr12345578/meshes/fsdf.STL,,floor-3,Origin_sdfsdf,Axis_sdfsdf,sdfsdf,fixed,0.648588308492964,-1.66609995121903,0.927077952055182,1.5707963267949,0,0,base_link,0,0,0,,,,,,,,,,,,
